timestamp_unix,timestamp_iso,participant_full_id,counts_x_axis,counts_y_axis,counts_z_axis,vector_magnitude,missing_value_reason
1741670880000,2025-03-11T05:28:00Z,1842-1-1-001,793,209,928,1238,
1741670940000,2025-03-11T05:29:00Z,1842-1-1-001,220,172,646,703,
1741671000000,2025-03-11T05:30:00Z,1842-1-1-001,1042,976,1898,2375,
1741671060000,2025-03-11T05:31:00Z,1842-1-1-001,1110,575,1599,2029,
1741671120000,2025-03-11T05:32:00Z,1842-1-1-001,3859,2424,3334,5646,
1741671180000,2025-03-11T05:33:00Z,1842-1-1-001,1704,1164,1819,2750,
1741671240000,2025-03-11T05:34:00Z,1842-1-1-001,2254,1963,1069,3174,
1741671300000,2025-03-11T05:35:00Z,1842-1-1-001,846,1391,819,1822,
1741671360000,2025-03-11T05:36:00Z,1842-1-1-001,1345,1099,1152,2084,
1741671420000,2025-03-11T05:37:00Z,1842-1-1-001,702,701,680,1202,
1741671480000,2025-03-11T05:38:00Z,1842-1-1-001,50,181,694,718,
1741671540000,2025-03-11T05:39:00Z,1842-1-1-001,17,1,10,19,
1741671600000,2025-03-11T05:40:00Z,1842-1-1-001,0,26,102,105,
1741671660000,2025-03-11T05:41:00Z,1842-1-1-001,103,245,344,434,
1741671720000,2025-03-11T05:42:00Z,1842-1-1-001,31,426,450,620,
1741671780000,2025-03-11T05:43:00Z,1842-1-1-001,0,0,0,0,
1741671840000,2025-03-11T05:44:00Z,1842-1-1-001,30,0,0,30,
1741671900000,2025-03-11T05:45:00Z,1842-1-1-001,196,530,71,569,
1741671960000,2025-03-11T05:46:00Z,1842-1-1-001,39,547,81,554,
1741672020000,2025-03-11T05:47:00Z,1842-1-1-001,0,0,0,0,
1741672080000,2025-03-11T05:48:00Z,1842-1-1-001,0,0,0,0,
1741672140000,2025-03-11T05:49:00Z,1842-1-1-001,0,0,0,0,
1741672200000,2025-03-11T05:50:00Z,1842-1-1-001,0,0,0,0,
1741672260000,2025-03-11T05:51:00Z,1842-1-1-001,4,0,0,4,
1741672320000,2025-03-11T05:52:00Z,1842-1-1-001,129,614,73,631,
1741672380000,2025-03-11T05:53:00Z,1842-1-1-001,0,0,0,0,
1741672440000,2025-03-11T05:54:00Z,1842-1-1-001,67,64,98,134,
1741672500000,2025-03-11T05:55:00Z,1842-1-1-001,0,0,0,0,
1741672560000,2025-03-11T05:56:00Z,1842-1-1-001,337,1653,1357,2165,
1741672620000,2025-03-11T05:57:00Z,1842-1-1-001,58,2186,892,2361,
1741672680000,2025-03-11T05:58:00Z,1842-1-1-001,211,1178,1263,1739,
1741672740000,2025-03-11T05:59:00Z,1842-1-1-001,250,1148,1924,2254,
1741672800000,2025-03-11T06:00:00Z,1842-1-1-001,377,357,206,558,
1741672860000,2025-03-11T06:01:00Z,1842-1-1-001,309,1757,1512,2338,
1741672920000,2025-03-11T06:02:00Z,1842-1-1-001,2250,2597,1869,3911,
1741672980000,2025-03-11T06:03:00Z,1842-1-1-001,682,280,1027,1264,
1741673040000,2025-03-11T06:04:00Z,1842-1-1-001,794,912,2548,2820,
1741673100000,2025-03-11T06:05:00Z,1842-1-1-001,546,314,527,821,
1741673160000,2025-03-11T06:06:00Z,1842-1-1-001,209,20,129,246,
1741673220000,2025-03-11T06:07:00Z,1842-1-1-001,11,0,27,29,
1741673280000,2025-03-11T06:08:00Z,1842-1-1-001,136,113,295,343,
1741673340000,2025-03-11T06:09:00Z,1842-1-1-001,1686,1234,2822,3511,
1741673400000,2025-03-11T06:10:00Z,1842-1-1-001,475,366,870,1056,
1741673460000,2025-03-11T06:11:00Z,1842-1-1-001,377,427,1836,1922,
1741673520000,2025-03-11T06:12:00Z,1842-1-1-001,2403,1563,2502,3804,
1741673580000,2025-03-11T06:13:00Z,1842-1-1-001,3287,2416,3122,5136,
1741673640000,2025-03-11T06:14:00Z,1842-1-1-001,605,825,684,1230,
1741673700000,2025-03-11T06:15:00Z,1842-1-1-001,415,1262,1442,1960,
1741673760000,2025-03-11T06:16:00Z,1842-1-1-001,590,1140,868,1549,
1741673820000,2025-03-11T06:17:00Z,1842-1-1-001,251,1111,501,1244,
1741673880000,2025-03-11T06:18:00Z,1842-1-1-001,46,458,446,640,
1741673940000,2025-03-11T06:19:00Z,1842-1-1-001,397,995,826,1352,
1741674000000,2025-03-11T06:20:00Z,1842-1-1-001,340,1400,487,1520,
1741674060000,2025-03-11T06:21:00Z,1842-1-1-001,66,543,413,685,
1741674120000,2025-03-11T06:22:00Z,1842-1-1-001,786,2227,2010,3101,
1741674180000,2025-03-11T06:23:00Z,1842-1-1-001,432,1410,476,1549,
1741674240000,2025-03-11T06:24:00Z,1842-1-1-001,1398,1745,1514,2700,
1741674300000,2025-03-11T06:25:00Z,1842-1-1-001,0,2,0,2,
1741674360000,2025-03-11T06:26:00Z,1842-1-1-001,0,22,16,27,
1741674420000,2025-03-11T06:27:00Z,1842-1-1-001,0,0,0,0,
1741674480000,2025-03-11T06:28:00Z,1842-1-1-001,0,20,0,20,
1741674540000,2025-03-11T06:29:00Z,1842-1-1-001,216,592,482,793,
1741674600000,2025-03-11T06:30:00Z,1842-1-1-001,116,339,176,399,
1741674660000,2025-03-11T06:31:00Z,1842-1-1-001,0,8,0,8,
1741674720000,2025-03-11T06:32:00Z,1842-1-1-001,0,0,0,0,
1741674780000,2025-03-11T06:33:00Z,1842-1-1-001,71,429,26,435,
1741674840000,2025-03-11T06:34:00Z,1842-1-1-001,10,227,24,228,
1741674900000,2025-03-11T06:35:00Z,1842-1-1-001,0,18,0,18,
1741674960000,2025-03-11T06:36:00Z,1842-1-1-001,0,86,0,86,
1741675020000,2025-03-11T06:37:00Z,1842-1-1-001,0,0,0,0,
1741675080000,2025-03-11T06:38:00Z,1842-1-1-001,6,196,13,196,
1741675140000,2025-03-11T06:39:00Z,1842-1-1-001,102,329,151,376,
1741675200000,2025-03-11T06:40:00Z,1842-1-1-001,17,104,0,105,
1741675260000,2025-03-11T06:41:00Z,1842-1-1-001,0,35,8,35,
1741675320000,2025-03-11T06:42:00Z,1842-1-1-001,4,362,36,363,
1741675380000,2025-03-11T06:43:00Z,1842-1-1-001,0,49,0,49,
1741675440000,2025-03-11T06:44:00Z,1842-1-1-001,277,127,109,323,
1741675500000,2025-03-11T06:45:00Z,1842-1-1-001,131,606,555,832,
1741675560000,2025-03-11T06:46:00Z,1842-1-1-001,0,0,0,0,
1741675620000,2025-03-11T06:47:00Z,1842-1-1-001,0,129,6,129,
1741675680000,2025-03-11T06:48:00Z,1842-1-1-001,19,7,0,20,
1741675740000,2025-03-11T06:49:00Z,1842-1-1-001,242,576,468,780,
1741675800000,2025-03-11T06:50:00Z,1842-1-1-001,13,182,15,183,
1741675860000,2025-03-11T06:51:00Z,1842-1-1-001,0,43,7,43,
1741675920000,2025-03-11T06:52:00Z,1842-1-1-001,8,112,8,112,
1741675980000,2025-03-11T06:53:00Z,1842-1-1-001,37,515,91,524,
1741676040000,2025-03-11T06:54:00Z,1842-1-1-001,481,857,447,1079,
1741676100000,2025-03-11T06:55:00Z,1842-1-1-001,3680,2488,2753,5226,
1741676160000,2025-03-11T06:56:00Z,1842-1-1-001,761,213,1034,1301,
1741676220000,2025-03-11T06:57:00Z,1842-1-1-001,119,36,292,317,
1741676280000,2025-03-11T06:58:00Z,1842-1-1-001,885,696,1257,1687,
1741676340000,2025-03-11T06:59:00Z,1842-1-1-001,3681,2096,5138,6658,
1741676400000,2025-03-11T07:00:00Z,1842-1-1-001,0,41,112,119,
1741676460000,2025-03-11T07:01:00Z,1842-1-1-001,1410,2302,1004,2880,
1741676520000,2025-03-11T07:02:00Z,1842-1-1-001,1301,589,786,1630,
1741676580000,2025-03-11T07:03:00Z,1842-1-1-001,2096,1157,1033,2607,
1741676640000,2025-03-11T07:04:00Z,1842-1-1-001,2922,3549,2280,5131,
1741676700000,2025-03-11T07:05:00Z,1842-1-1-001,1440,1723,2102,3075,
1741676760000,2025-03-11T07:06:00Z,1842-1-1-001,591,1415,2303,2766,
1741676820000,2025-03-11T07:07:00Z,1842-1-1-001,281,812,1223,1494,
1741676880000,2025-03-11T07:08:00Z,1842-1-1-001,82,736,384,834,
1741676940000,2025-03-11T07:09:00Z,1842-1-1-001,0,382,24,382,
1741677000000,2025-03-11T07:10:00Z,1842-1-1-001,38,603,802,1004,
1741677060000,2025-03-11T07:11:00Z,1842-1-1-001,1084,2080,2437,3382,
1741677120000,2025-03-11T07:12:00Z,1842-1-1-001,191,826,268,889,
1741677180000,2025-03-11T07:13:00Z,1842-1-1-001,29,376,207,430,
1741677240000,2025-03-11T07:14:00Z,1842-1-1-001,0,0,0,0,
1741677300000,2025-03-11T07:15:00Z,1842-1-1-001,0,0,0,0,
1741677360000,2025-03-11T07:16:00Z,1842-1-1-001,0,0,0,0,
1741677420000,2025-03-11T07:17:00Z,1842-1-1-001,0,0,0,0,
1741677480000,2025-03-11T07:18:00Z,1842-1-1-001,0,0,0,0,
1741677540000,2025-03-11T07:19:00Z,1842-1-1-001,0,0,0,0,
1741677600000,2025-03-11T07:20:00Z,1842-1-1-001,0,0,0,0,
1741677660000,2025-03-11T07:21:00Z,1842-1-1-001,0,0,0,0,
1741677720000,2025-03-11T07:22:00Z,1842-1-1-001,0,0,0,0,
1741677780000,2025-03-11T07:23:00Z,1842-1-1-001,0,0,0,0,
1741677840000,2025-03-11T07:24:00Z,1842-1-1-001,0,0,0,0,
1741677900000,2025-03-11T07:25:00Z,1842-1-1-001,0,0,0,0,
1741677960000,2025-03-11T07:26:00Z,1842-1-1-001,0,0,0,0,
1741678020000,2025-03-11T07:27:00Z,1842-1-1-001,0,0,0,0,
1741678080000,2025-03-11T07:28:00Z,1842-1-1-001,917,1056,1161,1817,
1741678140000,2025-03-11T07:29:00Z,1842-1-1-001,188,352,365,540,
1741678200000,2025-03-11T07:30:00Z,1842-1-1-001,10,107,62,124,
1741678260000,2025-03-11T07:31:00Z,1842-1-1-001,0,0,0,0,
1741678320000,2025-03-11T07:32:00Z,1842-1-1-001,209,156,292,391,
1741678380000,2025-03-11T07:33:00Z,1842-1-1-001,574,1235,829,1594,
1741678440000,2025-03-11T07:34:00Z,1842-1-1-001,1467,2744,2315,3878,
1741678500000,2025-03-11T07:35:00Z,1842-1-1-001,213,496,482,723,
1741678560000,2025-03-11T07:36:00Z,1842-1-1-001,0,0,0,0,
1741678620000,2025-03-11T07:37:00Z,1842-1-1-001,0,0,0,0,
1741678680000,2025-03-11T07:38:00Z,1842-1-1-001,0,0,0,0,
1741678740000,2025-03-11T07:39:00Z,1842-1-1-001,0,0,0,0,
1741678800000,2025-03-11T07:40:00Z,1842-1-1-001,0,0,0,0,
1741678860000,2025-03-11T07:41:00Z,1842-1-1-001,282,436,359,631,
1741678920000,2025-03-11T07:42:00Z,1842-1-1-001,0,0,0,0,
1741678980000,2025-03-11T07:43:00Z,1842-1-1-001,0,0,0,0,
1741679040000,2025-03-11T07:44:00Z,1842-1-1-001,0,0,0,0,
1741679100000,2025-03-11T07:45:00Z,1842-1-1-001,0,0,0,0,
1741679160000,2025-03-11T07:46:00Z,1842-1-1-001,0,0,0,0,
1741679220000,2025-03-11T07:47:00Z,1842-1-1-001,0,0,0,0,
1741679280000,2025-03-11T07:48:00Z,1842-1-1-001,278,1069,865,1402,
1741679340000,2025-03-11T07:49:00Z,1842-1-1-001,0,0,0,0,
1741679400000,2025-03-11T07:50:00Z,1842-1-1-001,0,0,0,0,
1741679460000,2025-03-11T07:51:00Z,1842-1-1-001,0,0,0,0,
1741679520000,2025-03-11T07:52:00Z,1842-1-1-001,0,0,0,0,
1741679580000,2025-03-11T07:53:00Z,1842-1-1-001,0,0,0,0,
1741679640000,2025-03-11T07:54:00Z,1842-1-1-001,0,0,0,0,
1741679700000,2025-03-11T07:55:00Z,1842-1-1-001,0,0,0,0,
1741679760000,2025-03-11T07:56:00Z,1842-1-1-001,0,0,0,0,
1741679820000,2025-03-11T07:57:00Z,1842-1-1-001,0,0,0,0,
1741679880000,2025-03-11T07:58:00Z,1842-1-1-001,0,0,0,0,
1741679940000,2025-03-11T07:59:00Z,1842-1-1-001,0,0,0,0,
1741680000000,2025-03-11T08:00:00Z,1842-1-1-001,0,0,0,0,
1741680060000,2025-03-11T08:01:00Z,1842-1-1-001,0,0,0,0,
1741680120000,2025-03-11T08:02:00Z,1842-1-1-001,0,0,0,0,
1741680180000,2025-03-11T08:03:00Z,1842-1-1-001,0,0,0,0,
1741680240000,2025-03-11T08:04:00Z,1842-1-1-001,0,0,0,0,
1741680300000,2025-03-11T08:05:00Z,1842-1-1-001,0,0,0,0,
1741680360000,2025-03-11T08:06:00Z,1842-1-1-001,0,0,0,0,
1741680420000,2025-03-11T08:07:00Z,1842-1-1-001,0,0,0,0,
1741680480000,2025-03-11T08:08:00Z,1842-1-1-001,0,0,0,0,
1741680540000,2025-03-11T08:09:00Z,1842-1-1-001,0,0,0,0,
1741680600000,2025-03-11T08:10:00Z,1842-1-1-001,0,0,0,0,
1741680660000,2025-03-11T08:11:00Z,1842-1-1-001,0,0,0,0,
1741680720000,2025-03-11T08:12:00Z,1842-1-1-001,0,0,0,0,
1741680780000,2025-03-11T08:13:00Z,1842-1-1-001,0,0,0,0,
1741680840000,2025-03-11T08:14:00Z,1842-1-1-001,0,0,0,0,
1741680900000,2025-03-11T08:15:00Z,1842-1-1-001,400,753,477,977,
1741680960000,2025-03-11T08:16:00Z,1842-1-1-001,0,0,0,0,
1741681020000,2025-03-11T08:17:00Z,1842-1-1-001,0,0,0,0,
1741681080000,2025-03-11T08:18:00Z,1842-1-1-001,0,0,0,0,
1741681140000,2025-03-11T08:19:00Z,1842-1-1-001,0,0,0,0,
1741681200000,2025-03-11T08:20:00Z,1842-1-1-001,0,0,0,0,
1741681260000,2025-03-11T08:21:00Z,1842-1-1-001,0,0,0,0,
1741681320000,2025-03-11T08:22:00Z,1842-1-1-001,0,0,0,0,
1741681380000,2025-03-11T08:23:00Z,1842-1-1-001,139,649,891,1111,
1741681440000,2025-03-11T08:24:00Z,1842-1-1-001,0,0,0,0,
1741681500000,2025-03-11T08:25:00Z,1842-1-1-001,0,0,0,0,
1741681560000,2025-03-11T08:26:00Z,1842-1-1-001,0,0,0,0,
1741681620000,2025-03-11T08:27:00Z,1842-1-1-001,0,0,0,0,
1741681680000,2025-03-11T08:28:00Z,1842-1-1-001,0,0,0,0,
1741681740000,2025-03-11T08:29:00Z,1842-1-1-001,340,717,597,993,
1741681800000,2025-03-11T08:30:00Z,1842-1-1-001,0,0,0,0,
1741681860000,2025-03-11T08:31:00Z,1842-1-1-001,0,0,0,0,
1741681920000,2025-03-11T08:32:00Z,1842-1-1-001,0,0,0,0,
1741681980000,2025-03-11T08:33:00Z,1842-1-1-001,0,0,0,0,
1741682040000,2025-03-11T08:34:00Z,1842-1-1-001,0,0,0,0,
1741682100000,2025-03-11T08:35:00Z,1842-1-1-001,617,617,895,1249,
1741682160000,2025-03-11T08:36:00Z,1842-1-1-001,0,0,0,0,
1741682220000,2025-03-11T08:37:00Z,1842-1-1-001,0,0,0,0,
1741682280000,2025-03-11T08:38:00Z,1842-1-1-001,0,0,0,0,
1741682340000,2025-03-11T08:39:00Z,1842-1-1-001,0,0,0,0,
1741682400000,2025-03-11T08:40:00Z,1842-1-1-001,0,0,0,0,
1741682460000,2025-03-11T08:41:00Z,1842-1-1-001,0,0,0,0,
1741682520000,2025-03-11T08:42:00Z,1842-1-1-001,0,0,0,0,
1741682580000,2025-03-11T08:43:00Z,1842-1-1-001,0,0,0,0,
1741682640000,2025-03-11T08:44:00Z,1842-1-1-001,0,0,0,0,
1741682700000,2025-03-11T08:45:00Z,1842-1-1-001,0,0,2,2,
1741682760000,2025-03-11T08:46:00Z,1842-1-1-001,0,0,0,0,
1741682820000,2025-03-11T08:47:00Z,1842-1-1-001,0,0,0,0,
1741682880000,2025-03-11T08:48:00Z,1842-1-1-001,0,0,7,7,
1741682940000,2025-03-11T08:49:00Z,1842-1-1-001,0,0,0,0,
1741683000000,2025-03-11T08:50:00Z,1842-1-1-001,0,0,0,0,
1741683060000,2025-03-11T08:51:00Z,1842-1-1-001,0,0,0,0,
1741683120000,2025-03-11T08:52:00Z,1842-1-1-001,0,0,0,0,
1741683180000,2025-03-11T08:53:00Z,1842-1-1-001,0,0,0,0,
1741683240000,2025-03-11T08:54:00Z,1842-1-1-001,0,0,0,0,
1741683300000,2025-03-11T08:55:00Z,1842-1-1-001,0,0,0,0,
1741683360000,2025-03-11T08:56:00Z,1842-1-1-001,0,0,0,0,
1741683420000,2025-03-11T08:57:00Z,1842-1-1-001,0,0,0,0,
1741683480000,2025-03-11T08:58:00Z,1842-1-1-001,0,0,0,0,
1741683540000,2025-03-11T08:59:00Z,1842-1-1-001,0,0,0,0,
1741683600000,2025-03-11T09:00:00Z,1842-1-1-001,92,71,36,121,
1741683660000,2025-03-11T09:01:00Z,1842-1-1-001,0,0,0,0,
1741683720000,2025-03-11T09:02:00Z,1842-1-1-001,741,1137,1030,1703,
1741683780000,2025-03-11T09:03:00Z,1842-1-1-001,151,913,387,1003,
1741683840000,2025-03-11T09:04:00Z,1842-1-1-001,0,0,0,0,
1741683900000,2025-03-11T09:05:00Z,1842-1-1-001,0,0,0,0,
1741683960000,2025-03-11T09:06:00Z,1842-1-1-001,0,0,0,0,
1741684020000,2025-03-11T09:07:00Z,1842-1-1-001,510,1118,1071,1630,
1741684080000,2025-03-11T09:08:00Z,1842-1-1-001,0,0,0,0,
1741684140000,2025-03-11T09:09:00Z,1842-1-1-001,0,0,0,0,
1741684200000,2025-03-11T09:10:00Z,1842-1-1-001,0,0,0,0,
1741684260000,2025-03-11T09:11:00Z,1842-1-1-001,0,0,0,0,
1741684320000,2025-03-11T09:12:00Z,1842-1-1-001,0,0,0,0,
1741684380000,2025-03-11T09:13:00Z,1842-1-1-001,0,0,0,0,
1741684440000,2025-03-11T09:14:00Z,1842-1-1-001,0,0,0,0,
1741684500000,2025-03-11T09:15:00Z,1842-1-1-001,0,0,0,0,
1741684560000,2025-03-11T09:16:00Z,1842-1-1-001,0,0,0,0,
1741684620000,2025-03-11T09:17:00Z,1842-1-1-001,0,0,0,0,
1741684680000,2025-03-11T09:18:00Z,1842-1-1-001,0,0,0,0,
1741684740000,2025-03-11T09:19:00Z,1842-1-1-001,0,0,0,0,
1741684800000,2025-03-11T09:20:00Z,1842-1-1-001,0,0,0,0,
1741684860000,2025-03-11T09:21:00Z,1842-1-1-001,0,0,0,0,
1741684920000,2025-03-11T09:22:00Z,1842-1-1-001,1127,2609,2428,3737,
1741684980000,2025-03-11T09:23:00Z,1842-1-1-001,0,0,0,0,
1741685040000,2025-03-11T09:24:00Z,1842-1-1-001,0,0,0,0,
1741685100000,2025-03-11T09:25:00Z,1842-1-1-001,0,0,0,0,
1741685160000,2025-03-11T09:26:00Z,1842-1-1-001,0,0,0,0,
1741685220000,2025-03-11T09:27:00Z,1842-1-1-001,419,771,818,1199,
1741685280000,2025-03-11T09:28:00Z,1842-1-1-001,0,0,0,0,
1741685340000,2025-03-11T09:29:00Z,1842-1-1-001,0,0,0,0,
1741685400000,2025-03-11T09:30:00Z,1842-1-1-001,0,0,0,0,
1741685460000,2025-03-11T09:31:00Z,1842-1-1-001,306,95,488,583,
1741685520000,2025-03-11T09:32:00Z,1842-1-1-001,726,1183,1184,1824,
1741685580000,2025-03-11T09:33:00Z,1842-1-1-001,0,0,0,0,
1741685640000,2025-03-11T09:34:00Z,1842-1-1-001,0,0,0,0,
1741685700000,2025-03-11T09:35:00Z,1842-1-1-001,0,0,0,0,
1741685760000,2025-03-11T09:36:00Z,1842-1-1-001,175,289,569,661,
1741685820000,2025-03-11T09:37:00Z,1842-1-1-001,234,621,309,732,
1741685880000,2025-03-11T09:38:00Z,1842-1-1-001,1,19,0,19,
1741685940000,2025-03-11T09:39:00Z,1842-1-1-001,0,0,0,0,
1741686000000,2025-03-11T09:40:00Z,1842-1-1-001,0,0,0,0,
1741686060000,2025-03-11T09:41:00Z,1842-1-1-001,0,0,0,0,
1741686120000,2025-03-11T09:42:00Z,1842-1-1-001,0,0,0,0,
1741686180000,2025-03-11T09:43:00Z,1842-1-1-001,0,0,0,0,
1741686240000,2025-03-11T09:44:00Z,1842-1-1-001,0,0,0,0,
1741686300000,2025-03-11T09:45:00Z,1842-1-1-001,0,0,0,0,
1741686360000,2025-03-11T09:46:00Z,1842-1-1-001,0,0,0,0,
1741686420000,2025-03-11T09:47:00Z,1842-1-1-001,0,0,0,0,
1741686480000,2025-03-11T09:48:00Z,1842-1-1-001,0,0,0,0,
1741686540000,2025-03-11T09:49:00Z,1842-1-1-001,0,0,0,0,
1741686600000,2025-03-11T09:50:00Z,1842-1-1-001,0,0,0,0,
1741686660000,2025-03-11T09:51:00Z,1842-1-1-001,0,0,0,0,
1741686720000,2025-03-11T09:52:00Z,1842-1-1-001,0,0,0,0,
1741686780000,2025-03-11T09:53:00Z,1842-1-1-001,0,0,0,0,
1741686840000,2025-03-11T09:54:00Z,1842-1-1-001,0,0,0,0,
1741686900000,2025-03-11T09:55:00Z,1842-1-1-001,0,0,0,0,
1741686960000,2025-03-11T09:56:00Z,1842-1-1-001,0,0,0,0,
1741687020000,2025-03-11T09:57:00Z,1842-1-1-001,0,0,0,0,
1741687080000,2025-03-11T09:58:00Z,1842-1-1-001,0,0,0,0,
1741687140000,2025-03-11T09:59:00Z,1842-1-1-001,26,139,56,152,
1741687200000,2025-03-11T10:00:00Z,1842-1-1-001,0,0,0,0,
1741687260000,2025-03-11T10:01:00Z,1842-1-1-001,0,0,0,0,
1741687320000,2025-03-11T10:02:00Z,1842-1-1-001,0,0,0,0,
1741687380000,2025-03-11T10:03:00Z,1842-1-1-001,0,0,0,0,
1741687440000,2025-03-11T10:04:00Z,1842-1-1-001,0,0,0,0,
1741687500000,2025-03-11T10:05:00Z,1842-1-1-001,0,0,0,0,
1741687560000,2025-03-11T10:06:00Z,1842-1-1-001,0,0,0,0,
1741687620000,2025-03-11T10:07:00Z,1842-1-1-001,0,0,0,0,
1741687680000,2025-03-11T10:08:00Z,1842-1-1-001,0,0,0,0,
1741687740000,2025-03-11T10:09:00Z,1842-1-1-001,0,0,0,0,
1741687800000,2025-03-11T10:10:00Z,1842-1-1-001,0,0,0,0,
1741687860000,2025-03-11T10:11:00Z,1842-1-1-001,0,0,0,0,
1741687920000,2025-03-11T10:12:00Z,1842-1-1-001,0,0,0,0,
1741687980000,2025-03-11T10:13:00Z,1842-1-1-001,0,0,0,0,
1741688040000,2025-03-11T10:14:00Z,1842-1-1-001,0,0,0,0,
1741688100000,2025-03-11T10:15:00Z,1842-1-1-001,0,0,0,0,
1741688160000,2025-03-11T10:16:00Z,1842-1-1-001,834,1861,1786,2710,
1741688220000,2025-03-11T10:17:00Z,1842-1-1-001,517,825,896,1323,
1741688280000,2025-03-11T10:18:00Z,1842-1-1-001,0,0,0,0,
1741688340000,2025-03-11T10:19:00Z,1842-1-1-001,0,0,0,0,
1741688400000,2025-03-11T10:20:00Z,1842-1-1-001,0,0,0,0,
1741688460000,2025-03-11T10:21:00Z,1842-1-1-001,0,0,0,0,
1741688520000,2025-03-11T10:22:00Z,1842-1-1-001,0,0,0,0,
1741688580000,2025-03-11T10:23:00Z,1842-1-1-001,0,0,0,0,
1741688640000,2025-03-11T10:24:00Z,1842-1-1-001,0,0,0,0,
1741688700000,2025-03-11T10:25:00Z,1842-1-1-001,0,0,0,0,
1741688760000,2025-03-11T10:26:00Z,1842-1-1-001,160,297,252,421,
1741688820000,2025-03-11T10:27:00Z,1842-1-1-001,159,314,362,504,
1741688880000,2025-03-11T10:28:00Z,1842-1-1-001,0,0,0,0,
1741688940000,2025-03-11T10:29:00Z,1842-1-1-001,6,14,14,20,
1741689000000,2025-03-11T10:30:00Z,1842-1-1-001,0,0,0,0,
1741689060000,2025-03-11T10:31:00Z,1842-1-1-001,0,0,0,0,
1741689120000,2025-03-11T10:32:00Z,1842-1-1-001,0,0,0,0,
1741689180000,2025-03-11T10:33:00Z,1842-1-1-001,0,0,0,0,
1741689240000,2025-03-11T10:34:00Z,1842-1-1-001,0,0,0,0,
1741689300000,2025-03-11T10:35:00Z,1842-1-1-001,0,0,0,0,
1741689360000,2025-03-11T10:36:00Z,1842-1-1-001,0,0,0,0,
1741689420000,2025-03-11T10:37:00Z,1842-1-1-001,0,0,0,0,
1741689480000,2025-03-11T10:38:00Z,1842-1-1-001,0,0,0,0,
1741689540000,2025-03-11T10:39:00Z,1842-1-1-001,0,0,0,0,
1741689600000,2025-03-11T10:40:00Z,1842-1-1-001,0,0,0,0,
1741689660000,2025-03-11T10:41:00Z,1842-1-1-001,0,0,0,0,
1741689720000,2025-03-11T10:42:00Z,1842-1-1-001,0,0,0,0,
1741689780000,2025-03-11T10:43:00Z,1842-1-1-001,0,0,0,0,
1741689840000,2025-03-11T10:44:00Z,1842-1-1-001,0,0,0,0,
1741689900000,2025-03-11T10:45:00Z,1842-1-1-001,0,0,0,0,
1741689960000,2025-03-11T10:46:00Z,1842-1-1-001,0,0,0,0,
1741690020000,2025-03-11T10:47:00Z,1842-1-1-001,0,0,0,0,
1741690080000,2025-03-11T10:48:00Z,1842-1-1-001,0,0,0,0,
1741690140000,2025-03-11T10:49:00Z,1842-1-1-001,0,0,0,0,
1741690200000,2025-03-11T10:50:00Z,1842-1-1-001,0,0,0,0,
1741690260000,2025-03-11T10:51:00Z,1842-1-1-001,0,0,0,0,
1741690320000,2025-03-11T10:52:00Z,1842-1-1-001,18,93,49,106,
1741690380000,2025-03-11T10:53:00Z,1842-1-1-001,0,0,0,0,
1741690440000,2025-03-11T10:54:00Z,1842-1-1-001,0,0,0,0,
1741690500000,2025-03-11T10:55:00Z,1842-1-1-001,156,436,606,762,
1741690560000,2025-03-11T10:56:00Z,1842-1-1-001,0,0,0,0,
1741690620000,2025-03-11T10:57:00Z,1842-1-1-001,92,1353,199,1370,
1741690680000,2025-03-11T10:58:00Z,1842-1-1-001,0,0,0,0,
1741690740000,2025-03-11T10:59:00Z,1842-1-1-001,0,0,0,0,
1741690800000,2025-03-11T11:00:00Z,1842-1-1-001,0,0,0,0,
1741690860000,2025-03-11T11:01:00Z,1842-1-1-001,29,405,133,427,
1741690920000,2025-03-11T11:02:00Z,1842-1-1-001,0,0,0,0,
1741690980000,2025-03-11T11:03:00Z,1842-1-1-001,0,0,0,0,
1741691040000,2025-03-11T11:04:00Z,1842-1-1-001,0,0,0,0,
1741691100000,2025-03-11T11:05:00Z,1842-1-1-001,0,0,0,0,
1741691160000,2025-03-11T11:06:00Z,1842-1-1-001,0,0,0,0,
1741691220000,2025-03-11T11:07:00Z,1842-1-1-001,0,0,0,0,
1741691280000,2025-03-11T11:08:00Z,1842-1-1-001,0,0,0,0,
1741691340000,2025-03-11T11:09:00Z,1842-1-1-001,0,0,0,0,
1741691400000,2025-03-11T11:10:00Z,1842-1-1-001,0,0,0,0,
1741691460000,2025-03-11T11:11:00Z,1842-1-1-001,295,528,465,762,
1741691520000,2025-03-11T11:12:00Z,1842-1-1-001,0,0,0,0,
1741691580000,2025-03-11T11:13:00Z,1842-1-1-001,0,0,0,0,
1741691640000,2025-03-11T11:14:00Z,1842-1-1-001,0,0,0,0,
1741691700000,2025-03-11T11:15:00Z,1842-1-1-001,0,0,0,0,
1741691760000,2025-03-11T11:16:00Z,1842-1-1-001,0,0,0,0,
1741691820000,2025-03-11T11:17:00Z,1842-1-1-001,0,0,0,0,
1741691880000,2025-03-11T11:18:00Z,1842-1-1-001,0,0,0,0,
1741691940000,2025-03-11T11:19:00Z,1842-1-1-001,0,0,0,0,
1741692000000,2025-03-11T11:20:00Z,1842-1-1-001,0,0,0,0,
