timestamp_unix,timestamp_iso,time_offset,timezone_location,mobile_platform,mobile_platform_version,mobile_app,mobile_app_version,algo_version,embrace_fw_version,cdp_version
1741787284630,2025-03-12T13:48:04Z,,,android,,com.empatica.healthmonitor.lab,5.49.1,11.8.0,,v3.12.0
1741787533540,2025-03-12T13:52:13Z,,,,,,,,4.37.2,
1741787913064,2025-03-12T13:58:33Z,-14400,America/New_York,,,,,,,
