timestamp_unix,timestamp_iso,time_offset,timezone_location,mobile_platform,mobile_platform_version,mobile_app,mobile_app_version,algo_version,embrace_fw_version,cdp_version
1741749752546,2025-03-12T03:22:32Z,,,android,,com.empatica.healthmonitor.lab,5.49.1,11.8.0,,v3.12.0
1741749960301,2025-03-12T03:26:00Z,,,,,,,,4.37.2,
1741750076532,2025-03-12T03:27:56Z,-14400,America/New_York,,,,,,,
