timestamp_unix,timestamp_iso,time_offset,timezone_location,mobile_platform,mobile_platform_version,mobile_app,mobile_app_version,algo_version,embrace_fw_version,cdp_version
1741792172098,2025-03-12T15:09:32Z,,,android,,com.empatica.healthmonitor.lab,5.49.1,11.8.0,,v3.12.0
1741792191640,2025-03-12T15:09:51Z,,,,,,,,4.37.2,
1741792205300,2025-03-12T15:10:05Z,-14400,America/New_York,,,,,,,
