timestamp_unix,timestamp_iso,time_offset,timezone_location,mobile_platform,mobile_platform_version,mobile_app,mobile_app_version,algo_version,embrace_fw_version,cdp_version
1741789455948,2025-03-12T14:24:15Z,,,android,,com.empatica.healthmonitor.lab,5.49.1,11.8.0,,v3.12.0
1741789550361,2025-03-12T14:25:50Z,,,android,,com.empatica.healthmonitor.lab,5.49.1,11.8.0,,
1741789847067,2025-03-12T14:30:47Z,,,,,,,,4.37.2,
1741789855755,2025-03-12T14:30:55Z,-14400,America/New_York,,,,,,,
